time,open,high,low,close
2019-05-06T21:00:00Z,1.87304,1.87925,1.85976,1.86463
2019-05-07T21:00:00Z,1.86463,1.8671,1.85348,1.8611
2019-05-08T21:00:00Z,1.8611,1.86768,1.85973,1.86114
2019-05-09T21:00:00Z,1.86114,1.86474,1.85442,1.85693
2019-05-12T21:00:00Z,1.85693,1.87168,1.85616,1.86632
2019-05-13T21:00:00Z,1.86632,1.86775,1.85768,1.85832
2019-05-14T21:00:00Z,1.85832,1.86735,1.85116,1.85342
2019-05-15T21:00:00Z,1.85342,1.86338,1.85056,1.85703
2019-05-16T21:00:00Z,1.85703,1.85916,1.85058,1.85198
2019-05-19T21:00:00Z,1.85198,1.85198,1.83701,1.84179
2019-05-20T21:00:00Z,1.84179,1.86177,1.83738,1.84564
2019-05-21T21:00:00Z,1.84564,1.85005,1.83471,1.83998
2019-05-22T21:00:00Z,1.83998,1.8426,1.83427,1.83459
2019-05-23T21:00:00Z,1.83459,1.8422,1.82998,1.83531
2019-05-26T21:00:00Z,1.83531,1.83852,1.82998,1.83299
2019-05-27T21:00:00Z,1.83299,1.83364,1.82682,1.82751
2019-05-28T21:00:00Z,1.82751,1.83092,1.82454,1.82546
2019-05-29T21:00:00Z,1.82546,1.82656,1.81955,1.82421
2019-05-30T21:00:00Z,1.82421,1.82713,1.81708,1.821
2019-06-02T21:00:00Z,1.821,1.82472,1.81264,1.81525
2019-06-03T21:00:00Z,1.81525,1.81954,1.81186,1.81652
2019-06-04T21:00:00Z,1.81652,1.82321,1.8136,1.82047
2019-06-05T21:00:00Z,1.82047,1.8231,1.81642,1.81938
2019-06-06T21:00:00Z,1.81938,1.82696,1.81621,1.81948
2019-06-09T21:00:00Z,1.81948,1.82678,1.81659,1.82271
2019-06-10T21:00:00Z,1.82271,1.83042,1.82116,1.82779
2019-06-11T21:00:00Z,1.82779,1.83588,1.82647,1.83133
2019-06-12T21:00:00Z,1.83133,1.83797,1.82935,1.8328
2019-06-13T21:00:00Z,1.8328,1.83861,1.83088,1.83234
2019-06-16T21:00:00Z,1.83234,1.83558,1.82866,1.829
2019-06-17T21:00:00Z,1.829,1.83518,1.822,1.82611
2019-06-18T21:00:00Z,1.82611,1.84094,1.8239,1.83679
2019-06-19T21:00:00Z,1.83679,1.84232,1.82904,1.83486
2019-06-20T21:00:00Z,1.83486,1.8403,1.82991,1.83958
2019-06-23T21:00:00Z,1.83958,1.83958,1.82626,1.82931
2019-06-24T21:00:00Z,1.82931,1.83672,1.82161,1.82291
2019-06-25T21:00:00Z,1.82291,1.82432,1.81323,1.81642
2019-06-26T21:00:00Z,1.81642,1.81978,1.80768,1.80818
2019-06-27T21:00:00Z,1.80818,1.81526,1.80566,1.80834
2019-06-30T21:00:00Z,1.80834,1.81722,1.80499,1.81483
2019-07-01T21:00:00Z,1.81483,1.81591,1.7997,1.80062
2019-07-02T21:00:00Z,1.80062,1.8033,1.78546,1.78839
2019-07-03T21:00:00Z,1.78839,1.7935,1.78594,1.79115
2019-07-04T21:00:00Z,1.79115,1.79552,1.78596,1.79442
2019-07-07T21:00:00Z,1.79442,1.79632,1.79002,1.79503
2019-07-08T21:00:00Z,1.79503,1.80146,1.7941,1.79867
2019-07-09T21:00:00Z,1.79867,1.80414,1.79443,1.79666
2019-07-10T21:00:00Z,1.79666,1.80048,1.79318,1.79587
2019-07-11T21:00:00Z,1.79587,1.79698,1.78925,1.79101
2019-07-14T21:00:00Z,1.79101,1.79206,1.7779,1.77794
2019-07-15T21:00:00Z,1.77794,1.77945,1.76309,1.7694
2019-07-16T21:00:00Z,1.7694,1.77565,1.76677,1.7737
2019-07-17T21:00:00Z,1.7737,1.77644,1.76724,1.7735
2019-07-18T21:00:00Z,1.7735,1.77832,1.77188,1.77538
2019-07-21T21:00:00Z,1.77538,1.77852,1.76706,1.77337
2019-07-22T21:00:00Z,1.77337,1.77914,1.7672,1.77579
2019-07-23T21:00:00Z,1.77579,1.79254,1.77523,1.78913
2019-07-24T21:00:00Z,1.78913,1.79848,1.78726,1.79157
2019-07-25T21:00:00Z,1.79157,1.79638,1.79014,1.79169
2019-07-28T21:00:00Z,1.79169,1.79323,1.7695,1.77043
2019-07-29T21:00:00Z,1.77043,1.77256,1.75612,1.76808
2019-07-30T21:00:00Z,1.76808,1.77912,1.76245,1.77616
2019-07-31T21:00:00Z,1.77616,1.78874,1.76402,1.78319
2019-08-01T21:00:00Z,1.78319,1.79129,1.77572,1.78855
2019-08-04T21:00:00Z,1.78855,1.8033,1.78433,1.79689
2019-08-05T21:00:00Z,1.79689,1.80062,1.78842,1.80015
2019-08-06T21:00:00Z,1.80015,1.82074,1.79402,1.79635
2019-08-07T21:00:00Z,1.79635,1.79989,1.77966,1.78372
2019-08-08T21:00:00Z,1.78372,1.79048,1.77106,1.77275
2019-08-11T21:00:00Z,1.77275,1.79272,1.77162,1.78897
2019-08-12T21:00:00Z,1.78897,1.7912,1.77058,1.77428
2019-08-13T21:00:00Z,1.77428,1.79138,1.77082,1.78688
2019-08-14T21:00:00Z,1.78688,1.79374,1.77642,1.7837
2019-08-15T21:00:00Z,1.7837,1.79566,1.77868,1.79189
2019-08-18T21:00:00Z,1.79189,1.79469,1.78604,1.79259
2019-08-19T21:00:00Z,1.79259,1.7966,1.78016,1.79573
2019-08-20T21:00:00Z,1.79573,1.79609,1.78287,1.78761
2019-08-21T21:00:00Z,1.78761,1.8156,1.78698,1.81388
2019-08-22T21:00:00Z,1.81388,1.8209,1.8043,1.82064
2019-08-25T21:00:00Z,1.82064,1.83374,1.8017,1.8035
2019-08-26T21:00:00Z,1.8035,1.8218,1.80258,1.81997
2019-08-27T21:00:00Z,1.81997,1.82371,1.8017,1.81368
2019-08-28T21:00:00Z,1.81368,1.81802,1.80492,1.81074
2019-08-29T21:00:00Z,1.81074,1.81636,1.80467,1.80529
2019-09-01T21:00:00Z,1.80529,1.80948,1.79232,1.79674
2019-09-02T21:00:00Z,1.79674,1.79986,1.77935,1.78731
2019-09-03T21:00:00Z,1.78731,1.80313,1.78346,1.80272
2019-09-04T21:00:00Z,1.80272,1.81122,1.79258,1.80964
2019-09-05T21:00:00Z,1.80964,1.81039,1.79304,1.79427
2019-09-08T21:00:00Z,1.79427,1.80349,1.78444,1.79864
2019-09-09T21:00:00Z,1.79864,1.80644,1.7933,1.8012
2019-09-10T21:00:00Z,1.8012,1.80303,1.79484,1.79653
2019-09-11T21:00:00Z,1.79653,1.79898,1.78804,1.79609
2019-09-12T21:00:00Z,1.79609,1.81732,1.79382,1.81703
2019-09-15T21:00:00Z,1.81703,1.8214,1.80537,1.81046
2019-09-16T21:00:00Z,1.81046,1.82454,1.80877,1.82066
2019-09-17T21:00:00Z,1.82066,1.83144,1.81939,1.82629
2019-09-18T21:00:00Z,1.82629,1.8455,1.82581,1.84358
2019-09-19T21:00:00Z,1.84358,1.84982,1.83538,1.84408
2019-09-22T21:00:00Z,1.84408,1.84472,1.83334,1.83539
2019-09-23T21:00:00Z,1.83539,1.84126,1.8277,1.83759
2019-09-24T21:00:00Z,1.83759,1.8409,1.82817,1.82966
2019-09-25T21:00:00Z,1.82966,1.83263,1.82068,1.82604
2019-09-26T21:00:00Z,1.82604,1.82749,1.81535,1.81672
2019-09-29T21:00:00Z,1.81672,1.82902,1.8158,1.82155
2019-09-30T21:00:00Z,1.82155,1.84092,1.814,1.83547
2019-10-01T21:00:00Z,1.83547,1.84036,1.82694,1.83342
2019-10-02T21:00:00Z,1.83342,1.84304,1.82802,1.82925
2019-10-03T21:00:00Z,1.82925,1.83108,1.81526,1.82162
2019-10-06T21:00:00Z,1.82162,1.83066,1.82102,1.82533
2019-10-07T21:00:00Z,1.82533,1.82644,1.80992,1.81606
2019-10-08T21:00:00Z,1.81606,1.8231,1.80918,1.815
2019-10-09T21:00:00Z,1.815,1.84317,1.80767,1.83992
2019-10-10T21:00:00Z,1.83992,1.86839,1.82775,1.86209
2019-10-13T21:00:00Z,1.86209,1.87158,1.85202,1.86032
2019-10-14T21:00:00Z,1.86032,1.89411,1.85799,1.89272
2019-10-15T21:00:00Z,1.89272,1.90942,1.87796,1.8981
2019-10-16T21:00:00Z,1.8981,1.90223,1.87196,1.88881
2019-10-17T21:00:00Z,1.88881,1.8947,1.87766,1.89368
2019-10-20T21:00:00Z,1.89368,1.89368,1.87862,1.88712
2019-10-21T21:00:00Z,1.88712,1.89291,1.8771,1.87745
2019-10-22T21:00:00Z,1.87745,1.88514,1.875,1.88431
2019-10-23T21:00:00Z,1.88431,1.89286,1.87695,1.88498
2019-10-24T21:00:00Z,1.88498,1.88556,1.8765,1.88019
2019-10-27T21:00:00Z,1.88019,1.88568,1.87806,1.88022
2019-10-28T21:00:00Z,1.88022,1.88111,1.8697,1.87464
2019-10-29T21:00:00Z,1.87464,1.88012,1.8684,1.86876
2019-10-30T21:00:00Z,1.86876,1.88092,1.86496,1.87725
2019-10-31T21:00:00Z,1.87725,1.8803,1.87018,1.87143
2019-11-03T22:00:00Z,1.87143,1.87361,1.86751,1.87108
2019-11-04T22:00:00Z,1.87108,1.87362,1.8598,1.86908
2019-11-05T22:00:00Z,1.86908,1.87144,1.86528,1.86733
2019-11-06T22:00:00Z,1.86733,1.87164,1.85472,1.8576
2019-11-07T22:00:00Z,1.8576,1.87115,1.8556,1.86231
2019-11-10T22:00:00Z,1.86231,1.88121,1.86231,1.87625
2019-11-11T22:00:00Z,1.87625,1.88146,1.8724,1.87769
2019-11-12T22:00:00Z,1.87769,1.88396,1.87454,1.8794
2019-11-13T22:00:00Z,1.8794,1.90228,1.87873,1.89816
2019-11-14T22:00:00Z,1.89816,1.89912,1.89118,1.89378
2019-11-17T22:00:00Z,1.89378,1.90582,1.89378,1.90217
2019-11-18T22:00:00Z,1.90217,1.90811,1.89128,1.8932
2019-11-19T22:00:00Z,1.8932,1.90294,1.89198,1.89992
2019-11-20T22:00:00Z,1.89992,1.90588,1.89932,1.90163
2019-11-21T22:00:00Z,1.90163,1.90479,1.88968,1.89155
2019-11-24T22:00:00Z,1.89155,1.90631,1.88934,1.90323
2019-11-25T22:00:00Z,1.90323,1.90448,1.89202,1.89542
2019-11-26T22:00:00Z,1.89542,1.90673,1.89246,1.90668
2019-11-27T22:00:00Z,1.90668,1.91466,1.90527,1.90754
2019-11-28T22:00:00Z,1.90754,1.91528,1.90028,1.91171
2019-12-01T22:00:00Z,1.91171,1.91171,1.89532,1.89806
2019-12-02T22:00:00Z,1.89806,1.90258,1.88981,1.89782
2019-12-03T22:00:00Z,1.89782,1.91618,1.89633,1.91332
2019-12-04T22:00:00Z,1.91332,1.92786,1.91256,1.92594
2019-12-05T22:00:00Z,1.92594,1.92646,1.91556,1.92044
2019-12-08T22:00:00Z,1.92044,1.93086,1.92044,1.92649
2019-12-09T22:00:00Z,1.92649,1.93904,1.9232,1.93183
2019-12-10T22:00:00Z,1.93183,1.93237,1.91695,1.91886
2019-12-11T22:00:00Z,1.91886,1.92186,1.89477,1.90598
2019-12-12T22:00:00Z,1.90598,1.9516,1.90598,1.93902
2019-12-15T22:00:00Z,1.93902,1.95234,1.93262,1.93662
