time,open,high,low,close
2021-03-10T09:00:00Z,12798.3,12813.5,12765.6,12807.8
2021-03-10T10:00:00Z,12808,12822.5,12766.7,12766.9
2021-03-10T11:00:00Z,12766.8,12776.5,12707.8,12760
2021-03-10T12:00:00Z,12759.7,12789.3,12749.9,12776
2021-03-10T13:00:00Z,12776,12902.4,12731.2,12887.5
2021-03-10T14:00:00Z,12887.5,12997.2,12870.7,12917.2
2021-03-10T15:00:00Z,12917.3,12960.5,12758.4,12818.5
2021-03-10T16:00:00Z,12818.6,12863.6,12772.5,12842.9
2021-03-10T17:00:00Z,12843,12850.9,12748.2,12831.7
2021-03-10T18:00:00Z,12831.7,12836.2,12724.9,12760
2021-03-10T19:00:00Z,12760.1,12846.3,12740.2,12819.7
2021-03-10T20:00:00Z,12819.9,12840.9,12748.5,12756.6
2021-03-10T21:00:00Z,12756.5,12794.6,12753.4,12793.2
2021-03-10T23:00:00Z,12797.2,12801.5,12766.1,12774.5
2021-03-11T00:00:00Z,12774.4,12784.1,12727.9,12738.7
2021-03-11T01:00:00Z,12738.5,12813.2,12732.9,12809.2
2021-03-11T02:00:00Z,12809.3,12846.2,12807.3,12830.2
2021-03-11T03:00:00Z,12830.4,12852,12821.9,12838.9
2021-03-11T04:00:00Z,12839.1,12854.1,12826.1,12843.4
2021-03-11T05:00:00Z,12843.3,12859.6,12834,12844.9
2021-03-11T06:00:00Z,12844.6,12896.1,12826,12895.9
2021-03-11T07:00:00Z,12896,12940.2,12882.9,12934.7
2021-03-11T08:00:00Z,12934.5,12977,12899.2,12974.6
2021-03-11T09:00:00Z,12974,13002,12972.4,12985.1
2021-03-11T10:00:00Z,12985.6,13017.2,12961.2,13001.2
2021-03-11T11:00:00Z,13001.3,13007.9,12967.4,12975
2021-03-11T12:00:00Z,12975.9,13016.1,12946.6,12995.8
2021-03-11T13:00:00Z,12995.7,13014.1,12941.5,12963.6
2021-03-11T14:00:00Z,12963.7,13010.3,12935.2,12968.9
2021-03-11T15:00:00Z,12969,13031.5,12916.2,13027.5
2021-03-11T16:00:00Z,13027.4,13090,13027.1,13072.3
2021-03-11T17:00:00Z,13072.4,13099.4,13057.9,13077.6
2021-03-11T18:00:00Z,13077.8,13122.9,13059,13078.1
2021-03-11T19:00:00Z,13077.7,13096.2,13063.3,13065.6
2021-03-11T20:00:00Z,13065.7,13091,13042.1,13049.7
2021-03-11T21:00:00Z,13049.6,13072.4,13042,13048.2
2021-03-11T23:00:00Z,13060.6,13088.3,13055.9,13072.9
2021-03-12T00:00:00Z,13073,13097.3,13071.3,13087.7
2021-03-12T01:00:00Z,13087.6,13097.7,13069.4,13069.4
2021-03-12T02:00:00Z,13069.8,13079.5,12999.5,13015.2
2021-03-12T03:00:00Z,13015.3,13035.6,13000.8,13034.7
2021-03-12T04:00:00Z,13034.8,13070.5,13034.6,13069.7
2021-03-12T05:00:00Z,13069.6,13071.3,13005.1,13017.9
2021-03-12T06:00:00Z,13018,13024.6,12960,12977.3
2021-03-12T07:00:00Z,12977.2,12982.9,12889.4,12904.4
2021-03-12T08:00:00Z,12904.3,12906.9,12828.8,12835.3
2021-03-12T09:00:00Z,12835.2,12849.9,12808,12817.9
2021-03-12T10:00:00Z,12818,12850.5,12787.4,12833.1
2021-03-12T11:00:00Z,12832.9,12857.6,12813.4,12829.4
2021-03-12T12:00:00Z,12829.3,12900.6,12829.3,12896
2021-03-12T13:00:00Z,12895.8,12901.9,12843.3,12848.7
2021-03-12T14:00:00Z,12848.6,12899.8,12801.1,12896.4
2021-03-12T15:00:00Z,12896.5,12910.3,12775,12798.4
2021-03-12T16:00:00Z,12798.3,12883.7,12774.2,12865.5
2021-03-12T17:00:00Z,12865.6,12932.3,12848.3,12879.5
2021-03-12T18:00:00Z,12879.4,12915.9,12860.3,12888.5
2021-03-12T19:00:00Z,12888.6,12929.5,12875.7,12915.8
2021-03-12T20:00:00Z,12915.7,12949.4,12884.2,12943.3
2021-03-12T21:00:00Z,12943.5,12952.8,12935.2,12942.4
2021-03-14T22:00:00Z,12962.6,12979.9,12929.8,12954.9
2021-03-14T23:00:00Z,12954.8,12982.6,12952.6,12967
2021-03-15T00:00:00Z,12966.9,12983.8,12958.4,12980.7
2021-03-15T01:00:00Z,12980.8,13015,12978,13007.4
2021-03-15T02:00:00Z,13007.5,13013.1,12957.6,12964.8
2021-03-15T03:00:00Z,12964.9,12971.2,12934.1,12951.1
2021-03-15T04:00:00Z,12951.2,12964.3,12932.9,12958.9
2021-03-15T05:00:00Z,12958.8,12964.8,12910.2,12913.9
2021-03-15T06:00:00Z,12914,12935.2,12888.6,12920
2021-03-15T07:00:00Z,12919.9,12924.3,12878.6,12903.7
2021-03-15T08:00:00Z,12903.6,12971.7,12891.7,12967.4
2021-03-15T09:00:00Z,12967.5,13002.8,12962.9,12991.1
2021-03-15T10:00:00Z,12991,12994.3,12957.3,12976.8
2021-03-15T11:00:00Z,12976.9,12988.8,12941.2,12942.4
2021-03-15T12:00:00Z,12943.2,12946,12917.4,12935.8
2021-03-15T13:00:00Z,12935.8,12989.6,12904,12968
2021-03-15T14:00:00Z,12968.1,13002.5,12915.3,12977.7
2021-03-15T15:00:00Z,12977.6,12994.9,12887.5,12938.8
2021-03-15T16:00:00Z,12938.6,12976.5,12931.3,12967
2021-03-15T17:00:00Z,12966.9,12992.3,12949.8,12987.3
2021-03-15T18:00:00Z,12987.4,13038.2,12987.4,13036
2021-03-15T19:00:00Z,13036,13090.2,13006.1,13084.3
2021-03-15T20:00:00Z,13084.4,13105.7,13077.8,13091.2
2021-03-15T22:00:00Z,13087.9,13093.9,13071.8,13077.8
2021-03-15T23:00:00Z,13077.8,13086.9,13069.1,13071.1
2021-03-16T00:00:00Z,13071.3,13093,13064.2,13090.9
2021-03-16T01:00:00Z,13090.8,13137.5,13086.9,13129.3
2021-03-16T02:00:00Z,13129.1,13130.8,13099.8,13129.8
2021-03-16T03:00:00Z,13130,13143.8,13123.1,13132.7
2021-03-16T04:00:00Z,13132.5,13140.9,13122.4,13139.3
2021-03-16T05:00:00Z,13139.2,13148.6,13128.3,13147
2021-03-16T06:00:00Z,13147.2,13170.9,13126.8,13167.3
2021-03-16T07:00:00Z,13167.1,13183.9,13140.1,13147.6
2021-03-16T08:00:00Z,13147.7,13149.3,13105.7,13121.8
2021-03-16T09:00:00Z,13122.3,13141.7,13111.7,13139.2
2021-03-16T10:00:00Z,13139.3,13152.7,13126.8,13152
2021-03-16T11:00:00Z,13151.3,13164.7,13138.8,13158.5
2021-03-16T12:00:00Z,13159.1,13175.1,13138.5,13154.5
2021-03-16T13:00:00Z,13155.1,13245.3,13147,13239.9
2021-03-16T14:00:00Z,13240.4,13303.2,13228.3,13289.9
2021-03-16T15:00:00Z,13289.8,13299.4,13254.5,13260.9
2021-03-16T16:00:00Z,13261,13272.4,13185.4,13227.4
2021-03-16T17:00:00Z,13227.3,13258.4,13177.2,13196.3
2021-03-16T18:00:00Z,13196.2,13211.9,13093.3,13140.2
2021-03-16T19:00:00Z,13140.4,13203.7,13116.6,13155.2
2021-03-16T20:00:00Z,13155,13178.9,13151.3,13170.4
2021-03-16T22:00:00Z,13172.8,13189.9,13172,13183.4
2021-03-16T23:00:00Z,13183.5,13187.8,13162.9,13163.4
2021-03-17T00:00:00Z,13163.5,13166.8,13115.4,13151.7
2021-03-17T01:00:00Z,13151.8,13158.9,13122.4,13146
2021-03-17T02:00:00Z,13146.1,13154.7,13130.9,13149
2021-03-17T03:00:00Z,13148.9,13153.9,13128.4,13137
2021-03-17T04:00:00Z,13136.9,13139.6,13127.6,13136.4
2021-03-17T05:00:00Z,13136.3,13154.4,13120.8,13149.6
2021-03-17T06:00:00Z,13149.7,13157.2,13127.3,13137.8
2021-03-17T07:00:00Z,13137.9,13147.8,13128,13135.1
2021-03-17T08:00:00Z,13135,13148.3,13123.8,13139.4
2021-03-17T09:00:00Z,13139.5,13142.7,13114.1,13116.4
2021-03-17T10:00:00Z,13116.5,13133.2,13100.4,13104.3
2021-03-17T11:00:00Z,13104.4,13106.6,12993.1,13006.9
2021-03-17T12:00:00Z,13006.8,13026.8,12983.7,13017.9
2021-03-17T13:00:00Z,13017.8,13059.7,12951,13051.1
2021-03-17T14:00:00Z,13051.2,13089.4,13006.2,13027.8
2021-03-17T15:00:00Z,13027.7,13039.4,12964.4,12986.5
2021-03-17T16:00:00Z,12986.6,13036.7,12955.2,12979.4
2021-03-17T17:00:00Z,12979.2,13031.4,12967.7,13009.2
2021-03-17T18:00:00Z,13008.1,13253.8,13007.9,13251.9
2021-03-17T19:00:00Z,13251.8,13287.4,13172,13206.5
2021-03-17T20:00:00Z,13206.3,13214.1,13182.4,13187.7
2021-03-17T22:00:00Z,13208.6,13227.2,13195.3,13206.2
2021-03-17T23:00:00Z,13206.3,13242.9,13201.4,13239
2021-03-18T00:00:00Z,13239.1,13275.6,13237.3,13273.1
2021-03-18T01:00:00Z,13273.1,13283.1,13249,13260.2
2021-03-18T02:00:00Z,13260.3,13262.2,13236.2,13251.8
2021-03-18T03:00:00Z,13251.7,13253.7,13184.1,13196
2021-03-18T04:00:00Z,13196.1,13213.8,13182.4,13210.3
2021-03-18T05:00:00Z,13210.2,13220.2,13192.5,13211.9
2021-03-18T06:00:00Z,13212,13245.1,13208.2,13229.1
2021-03-18T07:00:00Z,13228.9,13234.1,13053.1,13083.8
2021-03-18T08:00:00Z,13083.8,13106.2,13023.3,13030.3
2021-03-18T09:00:00Z,13030.3,13072.8,13019.1,13053.6
2021-03-18T10:00:00Z,13053.7,13077.4,13040.7,13056.4
2021-03-18T11:00:00Z,13056.6,13062.7,12962.6,12988.7
2021-03-18T12:00:00Z,12988.6,13012.4,12971.3,12987.5
2021-03-18T13:00:00Z,12986.6,13038.8,12949.9,13012.3
2021-03-18T14:00:00Z,13012.4,13012.4,12931.7,12982.3
2021-03-18T15:00:00Z,12982.4,13004.3,12944.6,12969.9
2021-03-18T16:00:00Z,12969.8,13025.3,12912.8,12916.3
