time,open,high,low,close
2017-03-09T22:00:00Z,1.01226,1.01421,1.0079,1.01076
2017-03-12T21:00:00Z,1.01076,1.01171,1.00608,1.0073
2017-03-13T21:00:00Z,1.0073,1.01087,1.0069,1.0101
2017-03-14T21:00:00Z,1.0101,1.01108,0.99856,1.00025
2017-03-15T21:00:00Z,1.00025,1.00142,0.99514,0.99652
2017-03-16T21:00:00Z,0.99652,0.99893,0.99426,0.99848
2017-03-19T21:00:00Z,0.99848,0.99912,0.99576,0.9987
2017-03-20T21:00:00Z,0.9987,1.00024,0.99222,0.99384
2017-03-21T21:00:00Z,0.99384,0.99464,0.98822,0.9914
2017-03-22T21:00:00Z,0.9914,0.99424,0.99121,0.99332
2017-03-23T21:00:00Z,0.99332,0.99594,0.98892,0.99148
2017-03-26T21:00:00Z,0.99148,0.99148,0.98135,0.98558
2017-03-27T21:00:00Z,0.98558,0.99353,0.98318,0.99246
2017-03-28T21:00:00Z,0.99246,0.99764,0.99132,0.99643
2017-03-29T21:00:00Z,0.99643,1.00136,0.99485,1.00124
2017-03-30T21:00:00Z,1.00124,1.00332,0.9995,1.0029
2017-04-02T21:00:00Z,1.0029,1.00375,1.0008,1.00143
2017-04-03T21:00:00Z,1.00143,1.00374,1.0012,1.00185
2017-04-04T21:00:00Z,1.00185,1.00776,1.00124,1.00486
2017-04-05T21:00:00Z,1.00486,1.00673,1.00265,1.00497
2017-04-06T21:00:00Z,1.00497,1.00964,1.00287,1.00902
2017-04-09T21:00:00Z,1.00902,1.01076,1.0075,1.00848
2017-04-10T21:00:00Z,1.00848,1.00945,1.00564,1.00728
2017-04-11T21:00:00Z,1.00728,1.00896,1.00218,1.00314
2017-04-12T21:00:00Z,1.00314,1.00672,1.00086,1.00577
2017-04-13T21:00:00Z,1.00577,1.00628,1.0028,1.00542
2017-04-16T21:00:00Z,1.00542,1.00572,1.00104,1.00454
2017-04-17T21:00:00Z,1.00454,1.00478,0.99558,0.99618
2017-04-18T21:00:00Z,0.99618,0.99925,0.99564,0.99811
2017-04-19T21:00:00Z,0.99811,0.99884,0.99409,0.99878
2017-04-20T21:00:00Z,0.99878,0.99994,0.99576,0.99602
2017-04-23T21:00:00Z,0.99602,0.99803,0.99006,0.99573
2017-04-24T21:00:00Z,0.99573,0.997,0.9919,0.9937
2017-04-25T21:00:00Z,0.9937,0.9969,0.99196,0.99332
2017-04-26T21:00:00Z,0.99332,0.99638,0.99204,0.9943
2017-04-27T21:00:00Z,0.9943,0.99581,0.9894,0.99505
2017-04-30T21:00:00Z,0.99505,0.99654,0.99284,0.99634
2017-05-01T21:00:00Z,0.99634,0.99668,0.99124,0.99162
2017-05-02T21:00:00Z,0.99162,0.99478,0.98908,0.99476
2017-05-03T21:00:00Z,0.99476,0.99574,0.98633,0.98639
2017-05-04T21:00:00Z,0.98639,0.99032,0.98589,0.98742
2017-05-07T21:00:00Z,0.98742,0.99914,0.98729,0.99882
2017-05-08T21:00:00Z,0.99882,1.00908,0.99778,1.00746
2017-05-09T21:00:00Z,1.00746,1.0095,1.00483,1.00892
2017-05-10T21:00:00Z,1.00892,1.01002,1.00566,1.00784
2017-05-11T21:00:00Z,1.00784,1.00864,0.99879,1.00109
2017-05-14T21:00:00Z,1.00109,1.00198,0.9958,0.99656
2017-05-15T21:00:00Z,0.99656,0.99691,0.98474,0.98588
2017-05-16T21:00:00Z,0.98588,0.98624,0.97746,0.97874
2017-05-17T21:00:00Z,0.97874,0.9825,0.97597,0.97987
2017-05-18T21:00:00Z,0.97987,0.98054,0.97254,0.9728
2017-05-21T21:00:00Z,0.9728,0.97658,0.96919,0.97342
2017-05-22T21:00:00Z,0.97342,0.97632,0.97022,0.97604
2017-05-23T21:00:00Z,0.97604,0.97767,0.97292,0.97304
2017-05-24T21:00:00Z,0.97304,0.97412,0.97008,0.97306
2017-05-25T21:00:00Z,0.97306,0.97614,0.96966,0.9742
2017-05-28T21:00:00Z,0.9742,0.97787,0.97315,0.9777
2017-05-29T21:00:00Z,0.9777,0.98078,0.97371,0.97466
2017-05-30T21:00:00Z,0.97466,0.97612,0.96696,0.96786
2017-05-31T21:00:00Z,0.96786,0.972,0.96678,0.97154
2017-06-01T21:00:00Z,0.97154,0.97192,0.9621,0.96252
2017-06-04T21:00:00Z,0.96252,0.96642,0.96252,0.96504
2017-06-05T21:00:00Z,0.96504,0.96547,0.96136,0.96196
2017-06-06T21:00:00Z,0.96196,0.96779,0.96176,0.96479
2017-06-07T21:00:00Z,0.96479,0.96964,0.96346,0.96728
2017-06-08T21:00:00Z,0.96728,0.97274,0.96593,0.96938
2017-06-11T21:00:00Z,0.96938,0.96959,0.967,0.96876
2017-06-12T21:00:00Z,0.96876,0.97007,0.96621,0.96884
2017-06-13T21:00:00Z,0.96884,0.97357,0.96408,0.97098
2017-06-14T21:00:00Z,0.97098,0.97709,0.9704,0.97532
2017-06-15T21:00:00Z,0.97532,0.97574,0.9727,0.97374
2017-06-18T21:00:00Z,0.97374,0.97594,0.96958,0.97563
2017-06-19T21:00:00Z,0.97563,0.97666,0.97258,0.97505
2017-06-20T21:00:00Z,0.97505,0.9756,0.9723,0.97242
2017-06-21T21:00:00Z,0.97242,0.97428,0.97126,0.97176
2017-06-22T21:00:00Z,0.97176,0.97275,0.9676,0.96932
2017-06-25T21:00:00Z,0.96932,0.97384,0.9686,0.97242
2017-06-26T21:00:00Z,0.97242,0.97332,0.95924,0.96034
2017-06-27T21:00:00Z,0.96034,0.96476,0.95792,0.95964
2017-06-28T21:00:00Z,0.95964,0.95998,0.95562,0.95593
2017-06-29T21:00:00Z,0.95593,0.95986,0.95529,0.95842
2017-07-02T21:00:00Z,0.95842,0.9643,0.95788,0.9636
2017-07-03T21:00:00Z,0.9636,0.96598,0.96218,0.9655
2017-07-04T21:00:00Z,0.9655,0.96883,0.96348,0.96405
2017-07-05T21:00:00Z,0.96405,0.96604,0.96012,0.96054
2017-07-06T21:00:00Z,0.96054,0.96544,0.9598,0.96396
2017-07-09T21:00:00Z,0.96396,0.96754,0.96304,0.96564
2017-07-10T21:00:00Z,0.96564,0.96962,0.96241,0.96383
2017-07-11T21:00:00Z,0.96383,0.96625,0.96028,0.96538
2017-07-12T21:00:00Z,0.96538,0.9687,0.96158,0.96714
2017-07-13T21:00:00Z,0.96714,0.97006,0.96294,0.96345
2017-07-16T21:00:00Z,0.96345,0.9659,0.95951,0.96247
2017-07-17T21:00:00Z,0.96247,0.96347,0.9524,0.95504
2017-07-18T21:00:00Z,0.95504,0.95606,0.95291,0.95555
2017-07-19T21:00:00Z,0.95555,0.96267,0.94934,0.9513
2017-07-20T21:00:00Z,0.9513,0.95229,0.94389,0.94554
2017-07-23T21:00:00Z,0.94554,0.94756,0.94456,0.94636
2017-07-24T21:00:00Z,0.94636,0.95259,0.94556,0.95246
2017-07-25T21:00:00Z,0.95246,0.95954,0.94986,0.95086
2017-07-26T21:00:00Z,0.95086,0.9662,0.94908,0.96503
2017-07-27T21:00:00Z,0.96503,0.97268,0.96336,0.96868
2017-07-30T21:00:00Z,0.96868,0.97125,0.96371,0.96677
2017-07-31T21:00:00Z,0.96677,0.96838,0.96314,0.96574
2017-08-01T21:00:00Z,0.96574,0.97138,0.96488,0.97098
2017-08-02T21:00:00Z,0.97098,0.97168,0.96722,0.96858
2017-08-03T21:00:00Z,0.96858,0.97644,0.96712,0.97288
2017-08-06T21:00:00Z,0.97288,0.97463,0.9712,0.97326
2017-08-07T21:00:00Z,0.97326,0.97733,0.971,0.97429
2017-08-08T21:00:00Z,0.97429,0.97504,0.96119,0.96368
2017-08-09T21:00:00Z,0.96368,0.96754,0.96192,0.96258
2017-08-10T21:00:00Z,0.96258,0.96389,0.9584,0.96196
2017-08-13T21:00:00Z,0.96196,0.97327,0.96161,0.97203
2017-08-14T21:00:00Z,0.97203,0.9759,0.97028,0.97258
2017-08-15T21:00:00Z,0.97258,0.9766,0.96486,0.96572
2017-08-16T21:00:00Z,0.96572,0.9699,0.96057,0.963
2017-08-17T21:00:00Z,0.963,0.96698,0.95868,0.96486
2017-08-20T21:00:00Z,0.96486,0.96854,0.96011,0.96186
2017-08-21T21:00:00Z,0.96186,0.96885,0.96142,0.96825
2017-08-22T21:00:00Z,0.96825,0.97018,0.9642,0.96552
2017-08-23T21:00:00Z,0.96552,0.9669,0.96203,0.96542
2017-08-24T21:00:00Z,0.96542,0.96625,0.95506,0.95641
2017-08-27T21:00:00Z,0.95641,0.9578,0.95272,0.95522
2017-08-28T21:00:00Z,0.95522,0.9561,0.94284,0.95548
2017-08-29T21:00:00Z,0.95548,0.96457,0.95386,0.96374
2017-08-30T21:00:00Z,0.96374,0.96796,0.95826,0.95868
2017-08-31T21:00:00Z,0.95868,0.96529,0.95466,0.9648
2017-09-03T21:00:00Z,0.9648,0.9648,0.95518,0.95812
2017-09-04T21:00:00Z,0.95812,0.9614,0.95348,0.95517
2017-09-05T21:00:00Z,0.95517,0.95826,0.95282,0.95663
2017-09-06T21:00:00Z,0.95663,0.95956,0.94939,0.95057
2017-09-07T21:00:00Z,0.95057,0.95092,0.94218,0.94428
2017-09-10T21:00:00Z,0.94428,0.95692,0.94428,0.95634
2017-09-11T21:00:00Z,0.95634,0.96184,0.9547,0.96038
2017-09-12T21:00:00Z,0.96038,0.96608,0.95838,0.96416
2017-09-13T21:00:00Z,0.96416,0.97052,0.96182,0.9634
2017-09-14T21:00:00Z,0.9634,0.96477,0.95652,0.95967
2017-09-17T21:00:00Z,0.95967,0.96408,0.95806,0.9617
2017-09-18T21:00:00Z,0.9617,0.9649,0.95952,0.96256
2017-09-19T21:00:00Z,0.96256,0.9718,0.95893,0.96986
2017-09-20T21:00:00Z,0.96986,0.97479,0.96852,0.97066
2017-09-21T21:00:00Z,0.97066,0.97113,0.96686,0.96938
2017-09-24T21:00:00Z,0.96938,0.97463,0.96431,0.96662
2017-09-25T21:00:00Z,0.96662,0.97266,0.96532,0.96862
2017-09-26T21:00:00Z,0.96862,0.977,0.96862,0.97218
2017-09-27T21:00:00Z,0.97218,0.97594,0.96982,0.97008
2017-09-28T21:00:00Z,0.97008,0.97214,0.96704,0.96822
